/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for the spliced stratigraphic section at IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951383, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.571402 * MEDIAN LONGITUDE: -10.126045 * SOUTH-BOUND LATITUDE: 37.571307 * WEST-BOUND LONGITUDE: -10.126180 * NORTH-BOUND LATITUDE: 37.571490 * EAST-BOUND LONGITUDE: -10.125932
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2589.0 m * MAXIMUM ELEVATION: -2584.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	339-U1385A * LATITUDE: 37.571490 * LONGITUDE: -10.126180 * ELEVATION: -2587.0 m * Recovery: 155.87 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 151.5 m cored; 103 % recovered; 151.5 m penetrated
	339-U1385B * LATITUDE: 37.571487 * LONGITUDE: -10.125935 * ELEVATION: -2587.0 m * Recovery: 150.73 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.3 m cored; 103 % recovered; 146.3 m penetrated
	339-U1385D * LATITUDE: 37.571307 * LONGITUDE: -10.125932 * ELEVATION: -2584.0 m * Recovery: 153.95 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.4 m cored; 105 % recovered; 146.4 m penetrated
	339-U1385E * LATITUDE: 37.571308 * LONGITUDE: -10.126153 * ELEVATION: -2589.0 m * Recovery: 151.32 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 148.7 m cored; 102 % recovered; 148.7 m penetrated
Parameter(s):	Event label (Event) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	Sample code/label (Sample label) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	68035 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth corr cr [crmcd]	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
339-U1385D	339-U1385D-8H-3,880	67.6100	535.23000	532.13000	534.30000	535.23	20.2290	0.339700
339-U1385D	339-U1385D-8H-3,890	67.6200	535.31000	532.19000	534.38000	535.31	20.9590	0.324270
339-U1385D	339-U1385D-8H-3,900	67.6300	535.38000	532.24000	534.46000	535.38	20.3860	0.309680
339-U1385D	339-U1385D-8H-3,910	67.6400	535.46000	532.30000	534.55000	535.46	18.7600	0.361680
339-U1385D	339-U1385D-8H-3,920	67.6500	535.54000	532.36000	534.63000	535.54	18.4680	0.374800
339-U1385D	339-U1385D-8H-3,930	67.6600	535.61000	532.41000	534.71000	535.61	17.3200	0.414100
339-U1385D	339-U1385D-8H-3,940	67.6700	535.69000	532.47000	534.79000	535.69	17.9640	0.390080
339-U1385D	339-U1385D-8H-3,950	67.6800	535.77000	532.53000	534.87000	535.77	18.4670	0.353430
339-U1385D	339-U1385D-8H-3,960	67.6900	535.84000	532.58000	534.95000	535.84	17.5600	0.403340
339-U1385D	339-U1385D-8H-3,970	67.7000	535.92000	532.64000	535.03000	535.92	19.2520	0.316150
339-U1385D	339-U1385D-8H-3,980	67.7100	536.00000	532.69000	535.11000	536.00	18.7860	0.369810
339-U1385D	339-U1385D-8H-3,990	67.7200	536.07000	532.75000	535.19000	536.07	19.9000	0.318770
339-U1385D	339-U1385D-8H-3,1000	67.7300	536.15000	532.81000	535.27000	536.15	19.4300	0.293180
339-U1385D	339-U1385D-8H-3,1000	67.7300	536.15000	532.81000	535.27000	536.15	19.4300	0.293180
339-U1385D	339-U1385D-8H-3,1000	67.7300	536.15000	532.81000	535.27000	536.15	19.4300	0.293180
339-U1385D	339-U1385D-8H-3,1010	67.7400	536.22000	532.86000	535.35000	536.22	19.2610	0.338440
339-U1385D	339-U1385D-8H-3,1020	67.7500	536.30000	532.92000	535.43000	536.30	19.2480	0.353630
339-U1385D	339-U1385D-8H-3,1030	67.7600	536.38000	532.98000	535.52000	536.38	18.4360	0.347910
339-U1385D	339-U1385D-8H-3,1040	67.7700	536.45000	533.03000	535.60000	536.45	16.7690	0.397090
339-U1385D	339-U1385D-8H-3,1050	67.7800	536.53000	533.09000	535.68000	536.53	18.1080	0.396820
339-U1385D	339-U1385D-8H-3,1060	67.7900	536.61000	533.14000	535.76000	536.61	16.3820	0.416870
339-U1385D	339-U1385D-8H-3,1070	67.8000	536.68000	533.20000	535.84000	536.68	16.2120	0.460490
339-U1385D	339-U1385D-8H-3,1080	67.8100	536.76000	533.26000	535.92000	536.76	15.6730	0.463490
339-U1385D	339-U1385D-8H-3,1100	67.8300	536.91000	533.37000	536.10000	536.91	16.7170	0.453710
339-U1385D	339-U1385D-8H-3,1110	67.8400	536.99000	533.42000	536.20000	536.99	17.6060	0.465490
339-U1385D	339-U1385D-8H-3,1120	67.8500	537.06000	533.48000	536.30000	537.06	19.9680	0.346970
339-U1385D	339-U1385D-8H-3,1130	67.8600	537.14000	533.54000	536.40000	537.14	20.2100	0.341900
339-U1385D	339-U1385D-8H-3,1140	67.8700	537.22000	533.59000	536.51000	537.22	20.8160	0.308990
339-U1385D	339-U1385D-8H-3,1150	67.8800	537.29000	533.65000	536.61000	537.29	21.9600	0.327150
339-U1385D	339-U1385D-8H-3,1160	67.8900	537.37000	533.71000	536.71000	537.37	21.4920	0.313720
339-U1385D	339-U1385D-8H-3,1170	67.9000	537.45000	533.76000	536.81000	537.45	21.5840	0.308140
339-U1385D	339-U1385D-8H-3,1180	67.9100	537.52000	533.82000	536.91000	537.52	21.1220	0.343310
339-U1385D	339-U1385D-8H-3,1190	67.9200	537.60000	533.87000	537.01000	537.60	23.5540	0.319140
339-U1385D	339-U1385D-8H-3,1200	67.9300	537.67000	533.93000	537.11000	537.67	23.6080	0.281480
339-U1385D	339-U1385D-8H-3,1210	67.9400	537.75000	534.02000	537.21000	537.75	26.1280	0.242690
339-U1385D	339-U1385D-8H-3,1220	67.9500	537.83000	534.11000	537.32000	537.83	25.5390	0.270550
339-U1385D	339-U1385D-8H-3,1230	67.9600	537.90000	534.20000	537.42000	537.90	28.3710	0.230240
339-U1385D	339-U1385D-8H-3,1240	67.9700	537.98000	534.30000	537.52000	537.98	27.5490	0.252320
339-U1385D	339-U1385D-8H-3,1250	67.9800	538.06000	534.39000	537.62000	538.06	27.7600	0.250250
339-U1385D	339-U1385D-8H-3,1250	67.9800	538.06000	534.39000	537.62000	538.06	27.7600	0.250250
339-U1385D	339-U1385D-8H-3,1250	67.9800	538.06000	534.39000	537.62000	538.06	27.7600	0.250250
339-U1385D	339-U1385D-8H-3,1260	67.9900	538.13000	534.48000	537.72000	538.13	30.5570	0.228620
339-U1385D	339-U1385D-8H-3,1270	68.0000	538.21000	534.57000	537.82000	538.21	31.5830	0.211220
339-U1385D	339-U1385D-8H-3,1280	68.0100	538.29000	534.66000	537.92000	538.29	31.8720	0.207880
339-U1385D	339-U1385D-8H-3,1290	68.0200	538.36000	534.75000	538.02000	538.36	35.1550	0.183560
339-U1385D	339-U1385D-8H-3,1300	68.0300	538.44000	534.84000	538.13000	538.44	32.9160	0.188890
339-U1385D	339-U1385D-8H-3,1310	68.0400	538.51000	534.93000	538.23000	538.51	34.4110	0.202660
339-U1385D	339-U1385D-8H-3,1320	68.0500	538.59000	535.03000	538.33000	538.59	36.4950	0.184720
339-U1385D	339-U1385D-8H-3,1330	68.0600	538.67000	535.12000	538.43000	538.67	36.6770	0.189250
339-U1385D	339-U1385D-8H-3,1340	68.0700	538.74000	535.21000	538.53000	538.74	38.7350	0.165780
339-U1385D	339-U1385D-8H-3,1350	68.0800	538.82000	535.30000	538.63000	538.82	36.3530	0.183200
339-U1385D	339-U1385D-8H-3,1360	68.0900	538.90000	535.39000	538.73000	538.90	36.9120	0.185230
339-U1385D	339-U1385D-8H-3,1370	68.1000	538.97000	535.48000	538.83000	538.97	34.5640	0.192960
339-U1385D	339-U1385D-8H-3,1380	68.1100	539.05000	535.57000	538.94000	539.05	35.0610	0.187660
339-U1385D	339-U1385D-8H-3,1390	68.1200	539.13000	535.66000	539.04000	539.13	30.3560	0.209970
339-U1385D	339-U1385D-8H-3,1400	68.1300	539.20000	535.76000	539.14000	539.20	29.2560	0.237520
339-U1385D	339-U1385D-8H-3,1410	68.1400	539.28000	535.85000	539.24000	539.28	29.3880	0.238430
339-U1385D	339-U1385D-8H-3,1420	68.1500	539.35000	535.94000	539.34000	539.35	25.8200	0.267650
339-U1385D	339-U1385D-8H-3,1430	68.1600	539.43000	536.03000	539.44000	539.43	22.8180	0.256070
339-U1385D	339-U1385D-8H-3,1440	68.1700	539.51000	536.12000	539.54000	539.51	19.6100	0.318160
339-U1385D	339-U1385D-8H-3,1450	68.1800	539.58000	536.21000	539.64000	539.58	21.6390	0.315190
339-U1385D	339-U1385D-8H-3,1460	68.1900	539.66000	536.30000	539.75000	539.66	21.7100	0.306230
339-U1385D	339-U1385D-8H-3,1470	68.2000	539.74000	536.40000	539.85000	539.74	20.7220	0.319980
339-U1385D	339-U1385D-8H-3,1480	68.2100	539.81000	536.49000	539.95000	539.81	21.4440	0.291350
339-U1385D	339-U1385D-8H-3,1490	68.2200	539.89000	536.58000	540.05000	539.89	20.2200	0.305160
339-U1385D	339-U1385D-8H-4,20	68.2500	540.12000	536.85000	540.35000	540.12	21.8690	0.288170
339-U1385D	339-U1385D-8H-4,30	68.2600	540.19000	536.94000	540.45000	540.19	24.5480	0.252410
339-U1385D	339-U1385D-8H-4,40	68.2700	540.27000	537.03000	540.56000	540.27	29.2180	0.221460
339-U1385D	339-U1385D-8H-4,50	68.2800	540.35000	537.13000	540.66000	540.35	25.1390	0.249720
339-U1385D	339-U1385D-8H-4,60	68.2900	540.42000	537.22000	540.76000	540.42	30.4590	0.207100
339-U1385D	339-U1385D-8H-4,70	68.3000	540.50000	537.31000	540.86000	540.50	27.1800	0.241520
339-U1385D	339-U1385D-8H-4,80	68.3100	540.58000	537.40000	540.96000	540.58	28.7150	0.228180
339-U1385D	339-U1385D-8H-4,90	68.3200	540.65000	537.49000	541.06000	540.65	30.9050	0.195740
339-U1385D	339-U1385D-8H-4,100	68.3300	540.73000	537.58000	541.16000	540.73	31.7470	0.199870
339-U1385D	339-U1385D-8H-4,110	68.3400	540.80000	537.67000	541.26000	540.80	32.6790	0.200450
339-U1385D	339-U1385D-8H-4,120	68.3500	540.88000	537.77000	541.36000	540.88	32.4550	0.205310
339-U1385D	339-U1385D-8H-4,130	68.3600	540.96000	537.86000	541.47000	540.96	32.9040	0.196770
339-U1385D	339-U1385D-8H-4,140	68.3700	541.03000	537.95000	541.57000	541.03	31.9550	0.204490
339-U1385D	339-U1385D-8H-4,150	68.3800	541.11000	538.04000	541.67000	541.11	32.0870	0.219090
339-U1385D	339-U1385D-8H-4,160	68.3900	541.19000	538.13000	541.77000	541.19	30.6930	0.209920
339-U1385D	339-U1385D-8H-4,170	68.4000	541.26000	538.22000	541.87000	541.26	30.9750	0.206380
339-U1385D	339-U1385D-8H-4,180	68.4100	541.34000	538.31000	541.97000	541.34	31.6240	0.206480
339-U1385D	339-U1385D-8H-4,190	68.4200	541.42000	538.40000	542.07000	541.42	35.9790	0.196310
339-U1385D	339-U1385D-8H-4,200	68.4300	541.49000	538.50000	542.17000	541.49	38.1360	0.186040
339-U1385D	339-U1385D-8H-4,210	68.4400	541.57000	538.59000	542.28000	541.57	42.5890	0.173250
339-U1385D	339-U1385D-8H-4,220	68.4500	541.64000	538.68000	542.38000	541.64	44.6050	0.168190
339-U1385D	339-U1385D-8H-4,230	68.4600	541.72000	538.77000	542.48000	541.72	45.1460	0.168990
339-U1385D	339-U1385D-8H-4,240	68.4700	541.80000	538.86000	542.58000	541.80	41.9110	0.177960
339-U1385D	339-U1385D-8H-4,250	68.4800	541.87000	538.95000	542.68000	541.87	40.1630	0.180230
339-U1385D	339-U1385D-8H-4,250	68.4800	541.87000	538.95000	542.68000	541.87	40.1630	0.180230
339-U1385D	339-U1385D-8H-4,250	68.4800	541.87000	538.95000	542.68000	541.87	40.1630	0.180230
339-U1385D	339-U1385D-8H-4,260	68.4900	541.95000	539.04000	542.78000	541.95	39.5830	0.176530
339-U1385D	339-U1385D-8H-4,270	68.5000	542.03000	539.13000	542.88000	542.03	39.7320	0.169650
339-U1385D	339-U1385D-8H-4,280	68.5100	542.10000	539.23000	542.98000	542.10	44.8610	0.165700
339-U1385D	339-U1385D-8H-4,290	68.5200	542.18000	539.32000	543.09000	542.18	44.0170	0.171640
339-U1385D	339-U1385D-8H-4,300	68.5300	542.26000	539.41000	543.19000	542.26	44.6310	0.151810
339-U1385D	339-U1385D-8H-4,310	68.5400	542.33000	539.50000	543.29000	542.33	47.9310	0.158010
339-U1385D	339-U1385D-8H-4,320	68.5500	542.41000	539.59000	543.39000	542.41	48.1840	0.140510
339-U1385D	339-U1385D-8H-4,330	68.5600	542.48000	539.68000	543.49000	542.48	49.5470	0.154590
339-U1385D	339-U1385D-8H-4,340	68.5700	542.56000	539.77000	543.59000	542.56	49.3850	0.164130
339-U1385D	339-U1385D-8H-4,350	68.5800	542.64000	539.87000	543.69000	542.64	48.2670	0.152090
339-U1385D	339-U1385D-8H-4,360	68.5900	542.71000	539.96000	543.79000	542.71	48.0350	0.147910
339-U1385D	339-U1385D-8H-4,370	68.6000	542.79000	540.05000	543.90000	542.79	49.3080	0.159430
339-U1385D	339-U1385D-8H-4,380	68.6100	542.87000	540.14000	544.00000	542.87	52.5770	0.146480
339-U1385D	339-U1385D-8H-4,390	68.6200	542.94000	540.23000	544.10000	542.94	47.9360	0.162490
339-U1385D	339-U1385D-8H-4,400	68.6300	543.02000	540.32000	544.20000	543.02	48.5580	0.146490
339-U1385D	339-U1385D-8H-4,410	68.6400	543.09000	540.41000	544.30000	543.09	47.6940	0.158060
339-U1385D	339-U1385D-8H-4,420	68.6500	543.17000	540.50000	544.40000	543.17	48.5040	0.156310
339-U1385D	339-U1385D-8H-4,430	68.6600	543.25000	540.60000	544.50000	543.25	49.8650	0.144890
339-U1385D	339-U1385D-8H-4,440	68.6700	543.32000	540.69000	544.60000	543.32	50.1410	0.153340
339-U1385D	339-U1385D-8H-4,450	68.6800	543.40000	540.78000	544.71000	543.40	51.5170	0.148650
339-U1385D	339-U1385D-8H-4,460	68.6900	543.48000	540.87000	544.81000	543.48	52.1590	0.149420
339-U1385D	339-U1385D-8H-4,470	68.7000	543.55000	540.96000	544.91000	543.55	51.3870	0.153540
339-U1385D	339-U1385D-8H-4,480	68.7100	543.63000	541.05000	545.01000	543.63	51.4650	0.150010
339-U1385D	339-U1385D-8H-4,490	68.7200	543.71000	541.14000	545.11000	543.71	51.8530	0.160960
339-U1385D	339-U1385D-8H-4,500	68.7300	543.78000	541.24000	545.21000	543.78	44.5340	0.153310
339-U1385D	339-U1385D-8H-4,500	68.7300	543.78000	541.24000	545.21000	543.78	44.5340	0.153310
339-U1385D	339-U1385D-8H-4,500	68.7300	543.78000	541.24000	545.21000	543.78	44.5340	0.153310
339-U1385D	339-U1385D-8H-4,510	68.7400	543.86000	541.33000	545.31000	543.86	45.9180	0.149080
339-U1385D	339-U1385D-8H-4,520	68.7500	543.93000	541.42000	545.41000	543.93	46.3180	0.153620
339-U1385D	339-U1385D-8H-4,530	68.7600	544.01000	541.51000	545.52000	544.01	46.3100	0.152980
339-U1385D	339-U1385D-8H-4,540	68.7700	544.09000	541.60000	545.62000	544.09	47.3660	0.143280
339-U1385D	339-U1385D-8H-4,560	68.7900	544.24000	541.78000	545.82000	544.24	48.5430	0.142480
339-U1385D	339-U1385D-8H-4,570	68.8000	544.32000	541.87000	545.92000	544.32	46.2220	0.151480
339-U1385D	339-U1385D-8H-4,580	68.8100	544.39000	541.97000	546.02000	544.39	48.1350	0.150270
339-U1385D	339-U1385D-8H-4,590	68.8200	544.47000	542.06000	546.12000	544.47	37.5520	0.180010
339-U1385D	339-U1385D-8H-4,600	68.8300	544.55000	542.15000	546.22000	544.55	37.4300	0.179060
339-U1385D	339-U1385D-8H-4,610	68.8400	544.62000	542.24000	546.33000	544.62	45.6190	0.148940
339-U1385D	339-U1385D-8H-4,620	68.8500	544.70000	542.33000	546.43000	544.70	42.4090	0.154970
339-U1385D	339-U1385D-8H-4,630	68.8600	544.77000	542.42000	546.53000	544.77	46.9300	0.149400
339-U1385D	339-U1385D-8H-4,640	68.8700	544.85000	542.51000	546.63000	544.85	41.0410	0.154900
339-U1385D	339-U1385D-8H-4,650	68.8800	544.93000	542.60000	546.73000	544.93	35.2070	0.173330
339-U1385D	339-U1385D-8H-4,660	68.8900	545.00000	542.70000	546.83000	545.00	26.4310	0.246790
339-U1385D	339-U1385D-8H-4,670	68.9000	545.08000	542.79000	546.93000	545.08	25.6160	0.256880
339-U1385D	339-U1385D-8H-4,680	68.9100	545.16000	542.88000	547.03000	545.16	29.4740	0.273490
339-U1385D	339-U1385D-8H-4,690	68.9200	545.23000	542.97000	547.13000	545.23	34.8910	0.177480
339-U1385D	339-U1385D-8H-4,700	68.9300	545.31000	543.06000	547.24000	545.31	28.7210	0.240560
339-U1385D	339-U1385D-8H-4,710	68.9400	545.38000	543.15000	547.34000	545.38	19.6740	0.313610
339-U1385D	339-U1385D-8H-4,720	68.9500	545.46000	543.24000	547.44000	545.46	18.9350	0.374130
339-U1385D	339-U1385D-8H-4,730	68.9600	545.54000	543.34000	547.54000	545.54	19.6550	0.352310
339-U1385D	339-U1385D-8H-4,750	68.9800	545.69000	543.52000	547.74000	545.69	23.8950	0.244830
339-U1385D	339-U1385D-8H-4,750	68.9800	545.69000	543.52000	547.74000	545.69	23.8950	0.244830
339-U1385D	339-U1385D-8H-4,750	68.9800	545.69000	543.52000	547.74000	545.69	23.8950	0.244830
339-U1385D	339-U1385D-8H-4,760	68.9900	545.77000	543.61000	547.84000	545.77	27.9020	0.264290
339-U1385D	339-U1385D-8H-4,770	69.0000	545.84000	543.70000	547.94000	545.84	23.9090	0.284390
339-U1385D	339-U1385D-8H-4,780	69.0100	545.92000	543.79000	548.05000	545.92	26.0820	0.294050
339-U1385D	339-U1385D-8H-4,790	69.0200	546.00000	543.88000	548.15000	546.00	24.6100	0.306680
339-U1385D	339-U1385D-8H-4,800	69.0300	546.07000	543.97000	548.25000	546.07	37.1420	0.203140
339-U1385D	339-U1385D-8H-4,810	69.0400	546.15000	544.07000	548.35000	546.15	29.6620	0.225010
339-U1385D	339-U1385D-8H-4,820	69.0500	546.22000	544.16000	548.45000	546.22	24.5950	0.308490
339-U1385D	339-U1385D-8H-4,830	69.0600	546.30000	544.25000	548.55000	546.30	26.4130	0.274520
339-U1385D	339-U1385D-8H-4,840	69.0700	546.38000	544.34000	548.65000	546.38	31.7130	0.232290
339-U1385D	339-U1385D-8H-4,850	69.0800	546.45000	544.43000	548.75000	546.45	36.3660	0.190560
339-U1385D	339-U1385D-8H-4,860	69.0900	546.53000	544.52000	548.86000	546.53	34.0130	0.221130
339-U1385D	339-U1385D-8H-4,870	69.1000	546.61000	544.61000	548.96000	546.61	38.8890	0.175720
339-U1385D	339-U1385D-8H-4,880	69.1100	546.68000	544.70000	549.06000	546.68	35.2350	0.205470
339-U1385D	339-U1385D-8H-4,890	69.1200	546.76000	544.80000	549.16000	546.76	32.8760	0.231530
339-U1385D	339-U1385D-8H-4,900	69.1300	546.84000	544.89000	549.26000	546.84	33.9280	0.203170
339-U1385D	339-U1385D-8H-4,910	69.1400	546.91000	544.98000	549.36000	546.91	35.1590	0.197140
339-U1385D	339-U1385D-8H-4,920	69.1500	546.99000	545.07000	549.46000	546.99	36.4160	0.224490
339-U1385D	339-U1385D-8H-4,930	69.1600	547.06000	545.16000	549.56000	547.06	37.7490	0.193640
339-U1385D	339-U1385D-8H-4,940	69.1700	547.14000	545.25000	549.67000	547.14	38.3090	0.205660
339-U1385D	339-U1385D-8H-4,950	69.1800	547.22000	545.34000	549.77000	547.22	39.2320	0.194770
339-U1385D	339-U1385D-8H-4,960	69.1900	547.29000	545.44000	549.87000	547.29	38.8880	0.194120
339-U1385D	339-U1385D-8H-4,970	69.2000	547.37000	545.53000	549.97000	547.37	40.5430	0.207000
339-U1385D	339-U1385D-8H-4,980	69.2100	547.45000	545.62000	550.07000	547.45	39.1500	0.181990
339-U1385D	339-U1385D-8H-4,990	69.2200	547.52000	545.71000	550.17000	547.52	38.8720	0.202940
339-U1385D	339-U1385D-8H-4,1000	69.2300	547.60000	545.80000	550.27000	547.60	40.4950	0.204480
339-U1385D	339-U1385D-8H-4,1000	69.2300	547.60000	545.80000	550.27000	547.60	40.4950	0.204480
339-U1385D	339-U1385D-8H-4,1000	69.2300	547.60000	545.80000	550.27000	547.60	40.4950	0.204480
339-U1385D	339-U1385D-8H-4,1010	69.2400	547.68000	545.89000	550.37000	547.68	40.8850	0.197550
339-U1385D	339-U1385D-8H-4,1020	69.2500	547.75000	545.98000	550.48000	547.75	41.0460	0.191620
339-U1385D	339-U1385D-8H-4,1030	69.2600	547.83000	546.07000	550.58000	547.83	40.7010	0.177450
339-U1385D	339-U1385D-8H-4,1040	69.2700	547.90000	546.17000	550.68000	547.90	39.9160	0.182430
339-U1385D	339-U1385D-8H-4,1050	69.2800	547.98000	546.26000	550.78000	547.98	40.7230	0.194130
339-U1385D	339-U1385D-8H-4,1060	69.2900	548.06000	546.35000	550.88000	548.06	38.5220	0.197810
339-U1385D	339-U1385D-8H-4,1070	69.3000	548.13000	546.44000	550.98000	548.13	38.8510	0.182740
339-U1385D	339-U1385D-8H-4,1080	69.3100	548.21000	546.53000	551.08000	548.21	39.2790	0.196830
339-U1385D	339-U1385D-8H-4,1090	69.3200	548.29000	546.62000	551.18000	548.29	40.0530	0.181230
339-U1385D	339-U1385D-8H-4,1100	69.3300	548.36000	546.71000	551.29000	548.36	40.2420	0.195450
339-U1385D	339-U1385D-8H-4,1110	69.3400	548.44000	546.81000	551.39000	548.44	40.3420	0.198530
339-U1385D	339-U1385D-8H-4,1120	69.3500	548.51000	546.90000	551.49000	548.51	42.0860	0.191190
339-U1385D	339-U1385D-8H-4,1130	69.3600	548.59000	546.99000	551.59000	548.59	41.3840	0.197830
339-U1385D	339-U1385D-8H-4,1140	69.3700	548.67000	547.08000	551.69000	548.67	41.2620	0.192210
339-U1385D	339-U1385D-8H-4,1150	69.3800	548.74000	547.17000	551.79000	548.74	41.7370	0.193280
339-U1385D	339-U1385D-8H-4,1160	69.3900	548.82000	547.26000	551.89000	548.82	42.1360	0.181140
339-U1385D	339-U1385D-8H-4,1170	69.4000	548.90000	547.35000	551.99000	548.90	45.6570	0.169860
339-U1385D	339-U1385D-8H-4,1180	69.4100	548.97000	547.44000	552.10000	548.97	48.7110	0.169230
339-U1385D	339-U1385D-8H-4,1190	69.4200	549.05000	547.54000	552.20000	549.05	48.3370	0.159720
339-U1385D	339-U1385D-8H-4,1200	69.4300	549.13000	547.63000	552.30000	549.13	49.1710	0.167750
339-U1385D	339-U1385D-8H-4,1210	69.4400	549.20000	547.72000	552.40000	549.20	49.1020	0.169180
339-U1385D	339-U1385D-8H-4,1220	69.4500	549.28000	547.81000	552.50000	549.28	47.7090	0.163720
339-U1385D	339-U1385D-8H-4,1230	69.4600	549.35000	547.90000	552.60000	549.35	46.5550	0.169000
339-U1385D	339-U1385D-8H-4,1240	69.4700	549.43000	547.99000	552.70000	549.43	44.7810	0.175940
339-U1385D	339-U1385D-8H-4,1250	69.4800	549.51000	548.08000	552.80000	549.51	43.1820	0.194560
