/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for all benthic foraminifera in piston core MD01-2444 and IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951395, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.910 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	δ18O [‰] (δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: mixed species corrected to Uvig.
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	17690 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	δ18O [‰] (mixed species corrected to Uv...)
	66.76	528.74	527.33000	527.43000	528.74000		527.99000		3.8500
	66.77	528.82	527.41000	527.51000	528.82000		528.05000		4.0000
	66.78	528.90	527.48000	527.59000	528.90000		528.11000		4.0200
	66.80	529.05	527.56000	527.76000	529.05000		528.23000		4.1700
	66.81	529.12	527.64000	527.84000	529.12000		528.29000		4.0200
	66.82	529.20	527.71000	527.92000	529.20000		528.34000		4.1000
	66.84	529.35	527.81000	528.08000	529.35000		528.46000		4.1400
	66.86	529.51	527.92000	528.24000	529.51000		528.58000		4.2200
	66.88	529.66	528.03000	528.40000	529.66000		528.70000		4.1400
	66.90	529.81	528.14000	528.56000	529.81000		528.82000		4.1500
	66.92	529.96	528.26000	528.73000	529.96000		528.93000		4.1700
	66.94	530.12	528.37000	528.89000	530.12000		529.05000		4.1400
	66.96	530.27	528.48000	529.05000	530.27000		529.17000		4.3000
	66.98	530.42	528.59000	529.21000	530.42000		529.29000		4.2100
	67.00	530.58	528.71000	529.37000	530.58000		529.41000		4.2800
	67.02	530.73	528.82000	529.53000	530.73000		529.52000		4.1800
	67.04	530.88	528.93000	529.70000	530.88000		529.64000		4.2700
	67.06	531.03	529.04000	529.86000	531.03000		529.76000		4.1300
	67.08	531.19	529.16000	530.02000	531.19000		529.88000		4.1000
	67.10	531.34	529.27000	530.18000	531.34000		530.00000		4.2500
	67.12	531.49	529.38000	530.34000	531.49000		530.12000		4.1600
	67.14	531.64	529.49000	530.50000	531.64000		530.23000		4.1200
	67.16	531.80	529.61000	530.67000	531.80000		530.35000		4.2500
	67.18	531.95	529.72000	530.83000	531.95000		530.47000		4.1100
	67.20	532.10	529.83000	530.99000	532.10000		530.59000		4.2400
	67.22	532.25	529.94000	531.15000	532.25000		530.71000		4.2000
	67.24	532.41	530.05000	531.31000	532.41000		530.82000		4.1800
	67.26	532.56	530.17000	531.47000	532.56000		530.94000		4.2900
	67.28	532.71	530.28000	531.64000	532.71000		531.06000		4.2100
	67.30	532.87	530.39000	531.80000	532.87000		531.18000		4.2100
	67.32	533.02	530.50000	531.96000	533.02000		531.30000		4.0400
	67.34	533.17	530.62000	532.12000	533.17000		531.41000		4.2500
	67.36	533.32	530.73000	532.28000	533.32000		531.53000		3.9400
	67.38	533.48	530.84000	532.44000	533.48000		531.65000		4.1300
	67.40	533.63	530.95000	532.61000	533.63000		531.77000		4.1900
	67.42	533.78	531.07000	532.77000	533.78000		531.89000		4.1300
	67.46	534.09	531.29000	533.09000	534.09000		532.12000		4.2300
	67.50	534.39	531.51000	533.41000	534.39000		532.36000		4.4900
	67.52	534.54	531.63000	533.58000	534.54000		532.48000		4.3000
	67.56	534.85	531.85000	533.90000	534.85000		532.71000		4.3200
	67.58	535.00	531.96000	534.06000	535.00000		532.83000		4.3200
	67.60	535.16	532.08000	534.22000	535.16000		532.95000		4.1900
	67.62	535.31	532.19000	534.38000	535.31000		533.07000		4.1300
	67.64	535.46	532.30000	534.55000	535.46000		533.19000		4.3000
	67.66	535.61	532.41000	534.71000	535.61000		533.30000		4.2700
	67.68	535.77	532.53000	534.87000	535.77000		533.42000		4.3300
	67.70	535.92	532.64000	535.03000	535.92000		533.54000		4.2800
	67.72	536.07	532.75000	535.19000	536.07000		533.66000		4.2100
	67.74	536.22	532.86000	535.35000	536.22000		533.78000		4.2400
	67.75	536.30	532.92000	535.43000	536.30000		533.84000		4.2500
	67.76	536.38	532.98000	535.52000	536.38000		533.93000		4.5800
	67.78	536.53	533.09000	535.68000	536.53000		534.11000		4.5100
	67.80	536.68	533.20000	535.84000	536.68000		534.29000		4.5600
	67.82	536.84	533.31000	536.00000	536.84000		534.47000		4.5800
	67.84	536.99	533.42000	536.20000	536.99000		534.65000		4.6400
	67.86	537.14	533.54000	536.40000	537.14000		534.83000		4.5400
	67.88	537.29	533.65000	536.61000	537.29000		535.01000		4.5600
	67.90	537.45	533.76000	536.81000	537.45000		535.19000		4.7700
	67.92	537.60	533.87000	537.01000	537.60000		535.38000		4.8000
	67.94	537.75	534.02000	537.21000	537.75000		535.56000		4.7700
	67.95	537.83	534.11000	537.32000	537.83000		535.65000		4.7200
	67.96	537.90	534.20000	537.42000	537.90000		535.74000		4.8100
	68.00	538.21	534.57000	537.82000	538.21000		536.10000		4.7400
	68.04	538.51	534.93000	538.23000	538.51000		536.46000		4.7200
	68.06	538.67	535.12000	538.43000	538.67000		536.64000		4.9200
	68.08	538.82	535.30000	538.63000	538.82000		536.82000		4.8800
	68.10	538.97	535.48000	538.83000	538.97000		537.01000		4.8100
	68.12	539.13	535.66000	539.04000	539.13000		537.19000		4.8500
	68.14	539.28	535.85000	539.24000	539.28000		537.37000		4.7000
	68.16	539.43	536.03000	539.44000	539.43000		537.55000		4.6700
	68.18	539.58	536.21000	539.64000	539.58000		537.73000		4.6600
	68.20	539.74	536.40000	539.85000	539.74000		537.91000		4.7300
	68.22	539.89	536.58000	540.05000	539.89000		538.09000		4.5900
	68.24	540.04	536.76000	540.25000	540.04000		538.27000		4.6600
	68.26	540.19	536.94000	540.45000	540.19000		538.45000		4.8400
	68.28	540.35	537.13000	540.66000	540.35000		538.64000		4.8100
	68.30	540.50	537.31000	540.86000	540.50000		538.82000		4.9200
	68.34	540.80	537.67000	541.26000	540.80000		539.18000		4.9400
	68.36	540.96	537.86000	541.47000	540.96000		539.36000		4.8700
	68.38	541.11	538.04000	541.67000	541.11000		539.54000		4.8900
	68.40	541.26	538.22000	541.87000	541.26000		539.72000		4.7300
	68.42	541.42	538.40000	542.07000	541.42000		539.90000		4.8800
	68.44	541.57	538.59000	542.28000	541.57000		540.08000		4.9200
	68.46	541.72	538.77000	542.48000	541.72000		540.27000		4.9200
	68.48	541.87	538.95000	542.68000	541.87000		540.45000		4.9200
	68.50	542.03	539.13000	542.88000	542.03000		540.63000		4.6800
	68.52	542.18	539.32000	543.09000	542.18000		540.81000		4.7000
	68.54	542.33	539.50000	543.29000	542.33000		540.99000		4.5000
	68.56	542.48	539.68000	543.49000	542.48000		541.17000		4.7800
	68.58	542.64	539.87000	543.69000	542.64000		541.35000		4.8500
	68.62	542.94	540.23000	544.10000	542.94000		541.71000		4.8400
	68.64	543.09	540.41000	544.30000	543.09000		541.90000		4.8400
	68.66	543.25	540.60000	544.50000	543.25000		542.08000		4.8300
	68.68	543.40	540.78000	544.71000	543.40000		542.26000		4.7800
	68.70	543.55	540.96000	544.91000	543.55000		542.44000		4.7500
	68.72	543.71	541.14000	545.11000	543.71000		542.62000		4.7400
	68.74	543.86	541.33000	545.31000	543.86000		542.80000		4.7500
	68.76	544.01	541.51000	545.52000	544.01000		542.98000		4.8100
	68.78	544.16	541.69000	545.72000	544.16000		543.16000		4.7500
	68.80	544.32	541.87000	545.92000	544.32000		543.34000		4.8300
	68.82	544.47	542.06000	546.12000	544.47000		543.53000		4.6500
	68.84	544.62	542.24000	546.33000	544.62000		543.71000		4.6200
	68.86	544.77	542.42000	546.53000	544.77000		543.89000		4.7400
	68.88	544.93	542.60000	546.73000	544.93000		544.07000		4.6700
	68.90	545.08	542.79000	546.93000	545.08000		544.25000		4.2800
	68.92	545.23	542.97000	547.13000	545.23000		544.43000		4.7100
	68.94	545.38	543.15000	547.34000	545.38000		544.61000		4.2200
	68.96	545.54	543.34000	547.54000	545.54000		544.79000		4.5100
	68.98	545.69	543.52000	547.74000	545.69000		544.97000		4.6400
	69.00	545.84	543.70000	547.94000	545.84000		545.16000		4.5200
	69.02	546.00	543.88000	548.15000	546.00000		545.34000		4.8700
	69.04	546.15	544.07000	548.35000	546.15000		545.52000		4.6500
	69.06	546.30	544.25000	548.55000	546.30000		545.70000		4.7900
	69.08	546.45	544.43000	548.75000	546.45000		545.88000		4.5300
	69.10	546.61	544.61000	548.96000	546.61000		546.06000		4.7800
	69.12	546.76	544.80000	549.16000	546.76000		546.24000		4.4500
	69.14	546.91	544.98000	549.36000	546.91000		546.42000		4.5400
	69.16	547.06	545.16000	549.56000	547.06000		546.60000		4.5900
	69.20	547.37	545.53000	549.97000	547.37000		546.97000		4.7100
	69.22	547.52	545.71000	550.17000	547.52000		547.15000		4.7800
	69.24	547.68	545.89000	550.37000	547.68000		547.33000		4.7000
	69.28	547.98	546.26000	550.78000	547.98000		547.69000		4.5800
	69.30	548.13	546.44000	550.98000	548.13000		547.87000		4.5300
	69.32	548.29	546.62000	551.18000	548.29000		548.05000		4.6600
	69.36	548.59	546.99000	551.59000	548.59000		548.42000		4.7100
	69.38	548.74	547.17000	551.79000	548.74000		548.60000		4.2400
	69.40	548.90	547.35000	551.99000	548.90000		548.78000		4.2200
	69.42	549.05	547.54000	552.20000	549.05000		548.96000		3.9200
	69.44	549.20	547.72000	552.40000	549.20000		549.14000		4.6800
	69.46	549.35	547.90000	552.60000	549.35000		549.32000		4.6500
	69.48	549.51	548.08000	552.80000	549.51000		549.50000		4.6700
	69.50	549.66	548.27000	553.01000	549.66000		549.68000		4.6700
	69.52	549.81	548.45000	553.21000	549.81000		549.86000		4.6300
	69.54	549.97	548.63000	553.41000	549.97000		550.05000		4.6200
	69.56	550.12	548.81000	553.61000	550.12000		550.23000		4.4700
	69.58	550.27	549.00000	553.82000	550.27000		550.41000		4.2300
	69.62	550.58	549.36000	554.22000	550.58000		550.77000		4.3100
	69.64	550.73	549.54000	554.42000	550.73000		550.95000		4.5100
	69.65	550.80	549.64000	554.52000	550.80000		551.04000		4.5700
	69.66	550.88	549.73000	554.63000	550.88000		551.13000		4.0800
	69.68	551.03	549.91000	554.83000	551.03000		551.31000		4.1900
	69.72	551.34	550.28000	555.23000	551.34000		551.68000		4.2300
	69.74	551.49	550.46000	555.44000	551.49000		551.86000		4.5100
	69.76	551.64	550.64000	555.64000	551.64000		552.04000		4.4400
	69.80	551.95	551.01000	556.04000	551.95000		552.40000		4.4500
	69.84	552.26	551.37000	556.45000	552.26000		552.76000		4.0600
	69.86	552.41	551.55000	556.65000	552.41000		552.94000		4.4700
	69.88	552.56	551.74000	556.85000	552.56000		553.12000		4.1700
	69.90	552.71	551.92000	557.06000	552.71000		553.31000		4.5700
	69.92	552.87	552.10000	557.26000	552.87000		553.49000		4.4200
	69.94	553.02	552.28000	557.46000	553.02000		553.67000		4.4600
	69.96	553.17	552.47000	557.66000	553.17000		553.85000		4.5800
	69.98	553.32	552.65000	557.87000	553.32000		554.03000		4.3700
	70.00	553.48	552.83000	558.07000	553.48000		554.21000		4.4100
	70.02	553.63	553.01000	558.27000	553.63000		554.39000		4.4400
	70.04	553.78	553.20000	558.47000	553.78000		554.57000		4.3100
	70.06	553.93	553.38000	558.67000	553.93000		554.75000		4.1700
	70.08	554.09	553.56000	558.88000	554.09000		554.94000		4.1200
	70.10	554.24	553.74000	559.08000	554.24000		555.12000		4.1600
	70.12	554.39	553.93000	559.28000	554.39000		555.30000		4.3600
	70.14	554.55	554.11000	559.48000	554.55000		555.48000		4.5000
	70.16	554.70	554.29000	559.69000	554.70000		555.66000		4.2400
	70.18	554.85	554.48000	559.89000	554.85000		555.84000		4.3800
	70.20	555.00	554.66000	560.09000	555.00000		556.02000		4.1900
	70.22	555.16	554.84000	560.29000	555.16000		556.20000		4.2800
	70.26	555.46	555.21000	560.70000	555.46000		556.57000		4.3700
	70.28	555.61	555.39000	560.90000	555.61000		556.75000		4.2300
	70.30	555.77	555.57000	561.10000	555.77000		556.93000		4.1400
	70.32	555.92	555.75000	561.31000	555.92000		557.11000		3.9100
	70.34	556.07	555.94000	561.51000	556.07000		557.29000		4.0500
	70.36	556.22	556.12000	561.71000	556.22000		557.47000		4.0500
	70.40	556.53	556.48000	562.12000	556.53000		557.83000		4.2000
	70.42	556.68	556.67000	562.32000	556.68000		558.01000		4.2800
	70.44	556.84	556.85000	562.52000	556.84000		558.20000		4.2000
	70.46	556.99	557.03000	562.72000	556.99000		558.38000		4.0900
	70.48	557.14	557.21000	562.93000	557.14000		558.56000		4.3000
	70.50	557.29	557.40000	563.13000	557.29000		558.74000		4.1900
	70.52	557.45	557.58000	563.33000	557.45000		558.92000		4.0300
	70.54	557.60	557.76000	563.53000	557.60000		559.10000		4.0800
	70.56	557.75	557.95000	563.74000	557.75000		559.28000		3.9800
	70.58	557.90	558.13000	563.94000	557.90000		559.46000		3.9900
	70.60	558.06	558.31000	564.14000	558.06000		559.64000		3.9200
	70.62	558.21	558.49000	564.34000	558.21000		559.83000		3.7600
	70.66	558.52	558.86000	564.75000	558.52000		560.19000		3.8500
	70.68	558.67	559.04000	564.95000	558.67000		560.37000		3.9800
	70.70	558.82	559.22000	565.15000	558.82000		560.55000		3.9300
	70.72	558.97	559.41000	565.36000	558.97000		560.73000		3.9800
	70.74	559.13	559.59000	565.56000	559.13000		560.91000		3.8300
	70.76	559.28	559.77000	565.76000	559.28000		561.09000		3.8300
	70.78	559.43	559.95000	565.96000	559.43000		561.27000		3.7200
	70.80	559.58	560.14000	566.17000	559.58000		561.46000		3.6100
	70.82	559.74	560.32000	566.37000	559.74000		561.64000		3.7600
	70.84	559.89	560.50000	566.57000	559.89000		561.82000		3.7400
	70.86	560.04	560.68000	566.77000	560.04000		562.00000		3.8600
	70.88	560.19	560.87000	566.98000	560.19000		562.18000		3.7000
	70.90	560.35	561.05000	567.18000	560.35000		562.36000		3.7200
	70.94	560.65	561.42000	567.58000	560.65000		562.72000		4.1800
	70.96	560.81	561.60000	567.79000	560.81000		562.90000		4.0000
	70.98	560.96	561.78000	567.99000	560.96000		563.09000		3.9400
	71.00	561.11	561.96000	568.19000	561.11000		563.27000		4.2100
	71.02	561.26	562.15000	568.39000	561.26000		563.45000		4.0500
	71.04	561.42	562.33000	568.60000	561.42000		563.63000		4.2600
	71.06	561.57	562.51000	568.80000	561.57000		563.81000		4.0300
	71.08	561.72	562.69000	569.00000	561.72000		563.99000		4.2800
	71.10	561.87	562.88000	569.13000	561.87000		564.17000		4.3200
	71.12	562.03	563.06000	569.26000	562.03000		564.35000		4.2000
	71.14	562.18	563.24000	569.39000	562.18000		564.53000		4.1200
	71.16	562.33	563.42000	569.52000	562.33000		564.72000		3.7800
	71.18	562.48	563.58000	569.65000	562.48000		564.90000		3.9700
	71.20	562.64	563.75000	569.77000	562.64000		565.08000		4.0400
	71.21	562.71	563.92000	569.84000	562.71000		565.17000		4.0400
	71.24	562.94	564.17000	570.03000	562.94000		565.44000		3.9700
	71.25	563.02	564.20000	570.10000	563.02000		565.53000		4.0500
	71.26	563.10	564.33000	570.16000	563.10000		565.62000		3.9800
	71.28	563.25	564.50000	570.29000	563.25000		565.80000		4.0300
	71.30	563.40	564.67000	570.42000	563.40000		565.98000		3.9600
	71.31	563.48	564.84000	570.48000	563.48000		566.07000		3.9900
	71.33	563.63	565.00000	570.61000	563.63000		566.25000		3.9100
	71.35	563.78	565.17000	570.74000	563.78000		566.44000		3.8300
	71.37	563.93	565.34000	570.87000	563.93000		566.62000		3.9300
	71.39	564.09	565.50000	571.00000	564.09000		566.80000		3.7900
	71.41	564.24	565.67000	571.13000	564.24000		566.98000		3.8000
	71.42	564.32	565.84000	571.19000	564.32000		567.07000		3.8100
	71.44	564.47	566.00000	571.32000	564.47000		567.25000		3.9500
	71.46	564.62	566.17000	571.45000	564.62000		567.43000		3.9300
	71.48	564.77	566.34000	571.58000	564.77000		567.61000		3.8200
	71.50	564.93	566.51000	571.71000	564.93000		567.79000		3.8500
	71.52	565.08	566.67000	571.84000	565.08000		567.98000		3.8200
	71.55	565.31	567.01000	572.03000	565.31000		568.25000		3.7600
	71.57	565.46	567.17000	572.16000	565.46000		568.43000		3.7400
	71.59	565.61	567.34000	572.29000	565.61000		568.61000		3.7800
	71.61	565.77	567.51000	572.42000	565.77000		568.79000		3.7600
	71.63	565.92	567.67000	572.55000	565.92000		568.97000		3.6800
	71.64	566.00	567.84000	572.61000	566.00000		569.06000		3.3900
	71.66	566.15	568.01000	572.74000	566.15000		569.24000		3.5700
	71.68	566.30	568.17000	572.87000	566.30000		569.42000		3.3600
	71.70	566.45	568.34000	573.00000	566.45000		569.61000		3.2700
	71.72	566.61	568.51000	573.13000	566.61000		569.79000		3.3900
	71.74	566.76	568.68000	573.26000	566.76000		569.97000		3.6000
	71.75	566.84	568.84000	573.32000	566.84000		570.06000		3.6500
	71.77	566.99	569.01000	573.45000	566.99000		570.24000		3.7400
	71.79	567.14	569.18000	573.58000	567.14000		570.42000		3.6700
	71.81	567.29	569.34000	573.71000	567.29000		570.60000		3.6600
	71.83	567.45	569.51000	573.84000	567.45000		570.78000		3.6600
	71.84	567.52	569.68000	573.90000	567.52000		570.87000		3.5000
	71.86	567.68	569.84000	574.03000	567.68000		571.05000		3.5900
	71.88	567.83	570.01000	574.16000	567.83000		571.24000		3.5600
	71.92	568.13	570.35000	574.42000	568.13000		571.60000		3.5700
	71.95	568.36	570.68000	574.61000	568.36000		571.87000		3.5600
	71.97	568.52	570.85000	574.74000	568.52000		572.05000		3.6000
	71.98	568.59	570.93000	574.81000	568.59000		572.14000		3.3800
	71.99	568.67	571.01000	574.87000	568.67000		572.23000		3.5700
	72.03	568.97	571.35000	575.13000	568.97000		572.59000		3.6600
	72.06	569.20	571.68000	575.32000	569.20000		572.87000		3.4800
	72.12	569.66	572.18000	575.71000	569.66000		573.41000		3.5200
	72.14	569.81	572.35000	575.84000	569.81000		573.59000		3.4400
	72.16	569.97	572.52000	575.97000	569.97000		573.77000		3.5700
	72.17	570.04	572.68000	576.03000	570.04000		573.86000		3.5000
	72.19	570.19	572.85000	576.16000	570.19000		574.04000		3.3400
	72.21	570.35	573.02000	576.29000	570.35000		574.22000		3.3300
	72.23	570.50	573.18000	576.42000	570.50000		574.40000		3.4400
	72.25	570.65	573.35000	576.55000	570.65000		574.59000		3.4700
	72.28	570.88	573.69000	576.74000	570.88000		574.86000		3.5000
	72.32	571.19	574.02000	577.00000	571.19000		575.22000		3.5300
	72.34	571.34	574.19000	577.16000	571.34000		575.40000		3.5800
	72.38	571.65	574.52000	577.48000	571.65000		575.76000		3.6200
	72.39	571.72	574.69000	577.56000	571.72000		575.85000		3.5000
	72.41	571.87	574.85000	577.71000	571.87000		576.03000		3.5900
	72.43	572.03	575.02000	577.87000	572.03000		576.22000		3.6200
	72.45	572.18	575.19000	578.03000	572.18000		576.40000		3.5900
	72.47	572.33	575.35000	578.19000	572.33000		576.58000		3.6200
	72.48	572.41	575.52000	578.27000	572.41000		576.67000		3.7700
	72.52	572.71	575.86000	578.59000	572.71000		577.03000		3.5600
	72.53	572.79	575.94000	578.67000	572.79000		577.12000		3.4000
	72.56	573.02	576.20000	578.91000	573.02000		577.39000		3.6500
	72.58	573.17	576.37000	579.06000	573.17000		577.57000		3.5400
	72.59	573.25	576.53000	579.14000	573.25000		577.66000		3.6000
	72.61	573.40	576.70000	579.30000	573.40000		577.85000		3.5200
	72.62	573.48	576.79000	579.38000	573.48000		577.94000		3.3500
	72.63	573.55	576.87000	579.46000	573.55000		578.03000		3.6100
	72.65	573.71	577.04000	579.62000	573.71000		578.21000		3.7700
	72.67	573.86	577.21000	579.78000	573.86000		578.39000		3.4900
	72.69	574.01	577.38000	579.94000	574.01000		578.57000		3.7000
	72.70	574.09	577.55000	580.02000	574.09000		578.66000		3.6500
	72.72	574.24	577.72000	580.18000	574.24000		578.84000		3.6600
	72.74	574.39	577.89000	580.33000	574.39000		579.02000		3.5900
	72.76	574.55	578.03000	580.49000	574.55000		579.20000		3.5900
	72.77	574.62	578.15000	580.57000	574.62000		579.29000		3.6300
	72.78	574.70	578.27000	580.65000	574.70000		579.39000		3.5700
	72.80	574.85	578.39000	580.81000	574.85000		579.57000		3.6400
	72.81	574.93	578.51000	580.89000	574.93000		579.66000		3.6200
	72.82	575.00	578.63000	580.97000	575.00000		579.75000		3.4700
	72.83	575.08	578.75000	581.05000	575.08000		579.84000		3.2300
	72.85	575.23	578.87000	581.21000	575.23000		580.02000		3.4000
	72.86	575.31	578.99000	581.29000	575.31000		580.11000		3.2200
	72.87	575.39	579.10000	581.37000	575.39000		580.20000		3.5100
	72.89	575.54	579.22000	581.52000	575.54000		580.38000		3.2500
	72.90	575.61	579.34000	581.60000	575.61000		580.47000		3.1500
	72.91	575.69	579.46000	581.68000	575.69000		580.56000		3.5600
	72.92	575.77	579.58000	581.76000	575.77000		580.65000		3.5800
	72.94	575.92	579.70000	581.92000	575.92000		580.83000		3.4000
	72.95	576.12	579.82000	582.00000	576.12000		580.92000		3.5800
	72.96	576.33	579.94000	582.08000	576.33000		581.02000		3.4200
	72.98	576.73	580.06000	582.24000	576.73000		581.20000		3.1800
	72.99	576.94	580.18000	582.32000	576.94000		581.29000		3.2700
	73.00	577.14	580.30000	582.40000	577.14000		581.38000		3.7900
	73.01	577.34	580.42000	582.48000	577.34000		581.47000		4.0800
	73.03	577.75	580.53000	582.64000	577.75000		581.66000		3.9500
	73.04	577.95	580.65000	582.72000	577.95000		581.76000		3.9100
	73.09	578.97	581.13000	583.11000	578.97000		582.25000		4.5700
	73.13	579.78	581.49000	583.43000	579.78000		582.65000		4.5500
	73.14	579.99	581.56000	583.55000	579.99000		582.75000		4.3900
	73.14	579.99	581.56000	583.55000	579.99000		582.75000		4.6200
	73.15	580.19	581.63000	583.68000	580.19000		582.84000		4.6000
	73.19	581.01	582.04000	584.18000	581.01000		583.24000		4.2900
	73.21	581.41	582.18000	584.43000	581.41000		583.43000		4.4000
	73.22	581.62	582.32000	584.55000	581.62000		583.53000		4.5100
	73.26	582.43	582.70000	585.05000	582.43000		583.92000		4.4100
	73.32	583.65	583.25000	585.80000	583.65000		584.51000		4.5600
	73.33	583.85	583.34000	585.92000	583.85000		584.61000		4.0700
	73.35	584.26	583.54000	586.17000	584.26000		584.81000		4.2200
	73.37	584.67	583.77000	586.42000	584.67000		585.00000		4.1600
	73.41	585.48	584.22000	586.92000	585.48000		585.40000		4.1900
	73.43	585.89	584.44000	587.17000	585.89000		585.59000		4.2700
	73.45	586.29	584.66000	587.42000	586.29000		585.79000		4.3600
	73.49	587.11	585.11000	587.92000	587.11000		586.18000		4.2900
	73.52	587.72	585.45000	588.29000	587.72000		586.48000		4.6000
	73.53	587.92	585.56000	588.42000	587.92000		586.58000		4.3900
